ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText
185,230,8,01-12-2023,4,Shipping was fast and the item was well-packaged.
186,52,1,23-11-2023,1,The product stopped working after a month.
187,227,16,05-11-2024,4,Five stars for the quick delivery.
188,182,1,28-10-2023,5,  The quality is top-notch. Fits perfectly!   
189,92,11,05-12-2024,1,Not  worth  the  money.
190,273,20,29-05-2024,2,The product arrived late.
191,34,1,05-10-2024,2,The product arrived late.
192,164,11,25-06-2024,2,  Product did not meet my expectations.   
193,78,7,17-12-2023,2,Product did not meet my expectations.
194,258,10,04-01-2024,1,Not worth the money.
195,242,5,17-02-2023,2,The product arrived late.
196,11,5,23-10-2023,5,"    Excellent  product,  highly  recommend!      "
197,9,10,29-03-2023,3,"Average experience, nothing special."
198,31,15,07-11-2023,2,Disappointed with the performance.
199,126,4,20-02-2024,3,"Good quality, but could be cheaper."
200,8,17,18-11-2024,5,"  Excellent product, highly recommend!   "
201,220,4,30-03-2023,3,"Average experience, nothing special."
202,188,13,23-03-2024,5,"Excellent product, highly recommend!"
203,119,10,18-01-2023,1,The  product  stopped  working  after  a  month.
204,142,15,10-11-2024,1,  I had a bad experience with this product.   
205,183,2,13-02-2023,5,The quality is top-notch. Fits perfectly!
206,160,11,19-07-2024,4,Shipping was fast and the item was well-packaged.
207,18,18,24-08-2024,4,Five stars for the quick delivery.
208,67,16,24-01-2023,3,"  Good quality, but could be cheaper.   "
209,293,20,29-11-2024,5,The quality is top-notch. Fits perfectly!
210,197,10,13-09-2024,1,Not  worth  the  money.
211,158,20,05-09-2023,3,"Average experience, nothing special."
212,224,12,13-12-2024,1,  I had a bad experience with this product.   
213,260,2,25-11-2024,4,"Great purchase, very satisfied."
214,202,7,29-07-2024,4,"Great purchase, very satisfied."
215,207,10,13-05-2024,4,Five stars for the quick delivery.
216,85,10,07-01-2024,3,"  Average experience, nothing special.   "
217,262,4,11-05-2024,5,The  quality  is  top-notch.  Fits  perfectly!
218,269,8,30-08-2023,3,"Average experience, nothing special."
219,34,10,20-10-2024,1,I had a bad experience with this product.
220,95,9,06-10-2023,1,  I had a bad experience with this product.   
221,209,13,20-12-2024,4,"Great purchase, very satisfied."
222,19,2,05-02-2023,4,Shipping was fast and the item was well-packaged.
223,183,7,28-08-2024,1,The product stopped working after a month.
224,281,1,07-10-2023,1,    The  product  stopped  working  after  a  month.      
225,282,18,03-03-2024,2,Product did not meet my expectations.
226,85,11,17-04-2023,4,Shipping was fast and the item was well-packaged.
227,6,19,21-01-2024,5,"Excellent product, highly recommend!"
228,225,2,01-08-2024,2,  Disappointed with the performance.   
229,258,15,04-08-2023,5,"Excellent product, highly recommend!"
230,255,1,27-08-2024,2,The product arrived late.
231,60,13,21-02-2024,2,The  product  arrived  late.
232,288,4,17-08-2023,5,  The quality is top-notch. Fits perfectly!   
233,118,18,29-10-2023,3,"Good quality, but could be cheaper."
234,56,6,16-07-2024,5,"Excellent product, highly recommend!"
235,187,2,14-04-2023,3,"Good quality, but could be cheaper."
236,130,11,25-09-2023,3,"  Good quality, but could be cheaper.   "
237,198,5,14-01-2024,2,Product did not meet my expectations.
238,119,4,08-06-2023,3,"Average  experience,  nothing  special."
239,113,14,21-04-2023,4,Five stars for the quick delivery.
240,226,13,30-08-2024,2,  The product arrived late.   
241,232,13,26-06-2023,1,Not worth the money.
242,83,19,30-12-2023,2,Product did not meet my expectations.
243,300,10,15-05-2024,4,Shipping was fast and the item was well-packaged.
244,187,2,22-07-2024,5,  The quality is top-notch. Fits perfectly!   
245,289,17,23-09-2024,1,Not  worth  the  money.
246,232,4,22-04-2024,4,"Great purchase, very satisfied."
247,113,3,11-12-2023,1,Not worth the money.
248,254,4,10-03-2024,5,  The quality is top-notch. Fits perfectly!   
249,143,6,27-01-2024,5,"Excellent product, highly recommend!"
250,136,9,03-04-2024,5,"Excellent product, highly recommend!"
251,214,11,07-02-2023,4,Shipping was fast and the item was well-packaged.
252,135,4,14-01-2024,4,    Five  stars  for  the  quick  delivery.      
253,221,9,18-10-2023,3,"Average experience, nothing special."
254,257,5,05-09-2024,1,Not worth the money.
255,213,20,20-10-2023,1,The product stopped working after a month.
256,189,9,30-03-2023,1,  I had a bad experience with this product.   
257,294,4,13-08-2023,1,The product stopped working after a month.
258,238,18,15-02-2023,4,Shipping was fast and the item was well-packaged.
259,260,16,14-03-2024,4,Five  stars  for  the  quick  delivery.
260,11,20,13-07-2023,1,  Not worth the money.   
261,281,7,30-03-2024,4,"Great purchase, very satisfied."
262,201,11,18-06-2023,4,Shipping was fast and the item was well-packaged.
263,89,16,17-11-2024,3,"Good quality, but could be cheaper."
264,2,16,16-10-2023,1,  I had a bad experience with this product.   
265,62,10,23-03-2024,4,Shipping was fast and the item was well-packaged.
266,139,1,24-06-2023,3,"Good  quality,  but  could  be  cheaper."
267,64,7,27-12-2023,4,"Great purchase, very satisfied."
268,145,5,30-11-2023,3,"  Average experience, nothing special.   "
269,175,13,30-03-2023,2,The product arrived late.
270,102,5,16-03-2024,1,The product stopped working after a month.
271,79,3,01-08-2023,2,The product arrived late.
272,131,4,05-12-2024,3,"  Average experience, nothing special.   "
273,177,3,10-01-2023,2,Disappointed  with  the  performance.
274,181,9,16-05-2023,1,I had a bad experience with this product.
275,186,5,07-05-2024,3,"Average experience, nothing special."
276,4,12,16-02-2024,2,  The product arrived late.   
277,258,2,06-06-2024,4,Shipping was fast and the item was well-packaged.
278,270,6,14-12-2024,5,The quality is top-notch. Fits perfectly!
279,225,6,27-04-2024,5,"Excellent product, highly recommend!"
280,78,13,12-07-2023,4,"    Great  purchase,  very  satisfied.      "
281,158,2,09-12-2024,1,I had a bad experience with this product.
282,95,20,05-08-2023,2,Product did not meet my expectations.
283,272,4,12-09-2023,4,Five stars for the quick delivery.
284,209,16,12-06-2023,2,  Product did not meet my expectations.   
285,127,8,08-06-2023,3,"Good quality, but could be cheaper."
286,65,15,02-04-2024,1,The product stopped working after a month.
287,220,15,26-10-2023,3,"Good  quality,  but  could  be  cheaper."
288,172,17,04-06-2024,5,"  Excellent product, highly recommend!   "
289,298,10,30-01-2024,2,The product arrived late.
290,229,15,29-10-2023,2,Disappointed with the performance.
291,78,19,24-10-2023,4,Shipping was fast and the item was well-packaged.
292,100,3,26-07-2023,3,"  Good quality, but could be cheaper.   "
293,251,12,14-10-2024,2,Product did not meet my expectations.
294,81,13,23-02-2024,2,The  product  arrived  late.
295,134,20,05-01-2023,1,I had a bad experience with this product.
296,170,8,19-02-2024,1,  I had a bad experience with this product.   
297,217,15,23-10-2024,2,The product arrived late.
298,108,6,02-02-2023,4,"Great purchase, very satisfied."
299,39,13,07-05-2023,1,The product stopped working after a month.
300,106,4,10-05-2024,2,  Product did not meet my expectations.   
301,8,11,07-09-2023,4,Shipping  was  fast  and  the  item  was  well-packaged.
302,22,7,21-07-2024,1,I had a bad experience with this product.
303,274,8,13-07-2023,4,"Great purchase, very satisfied."
304,53,11,11-11-2024,1,  The product stopped working after a month.   
305,50,17,17-01-2023,5,"Excellent product, highly recommend!"
306,204,13,14-10-2023,2,The product arrived late.
307,6,6,13-09-2023,3,"Good quality, but could be cheaper."
308,70,18,01-03-2023,5,"    Excellent  product,  highly  recommend!      "
309,114,17,25-06-2024,1,The product stopped working after a month.
310,188,7,15-03-2023,5,"Excellent product, highly recommend!"
311,182,9,15-11-2024,4,"Great purchase, very satisfied."
312,289,16,11-07-2024,5,"  Excellent product, highly recommend!   "
313,185,16,09-09-2023,4,Shipping was fast and the item was well-packaged.
314,45,11,16-08-2024,1,Not worth the money.
315,44,1,20-11-2024,3,"Good  quality,  but  could  be  cheaper."
316,219,1,27-05-2024,3,"  Good quality, but could be cheaper.   "
317,94,8,25-01-2024,3,"Average experience, nothing special."
318,31,10,11-02-2024,5,The quality is top-notch. Fits perfectly!
319,73,14,30-10-2024,4,Five stars for the quick delivery.
320,74,10,21-05-2024,2,  The product arrived late.   
321,68,5,11-12-2023,5,"Excellent product, highly recommend!"
322,282,5,12-03-2024,1,I  had  a  bad  experience  with  this  product.
323,51,8,12-12-2023,5,The quality is top-notch. Fits perfectly!
324,213,5,08-03-2023,5,  The quality is top-notch. Fits perfectly!   
325,272,10,03-02-2023,5,"Excellent product, highly recommend!"
326,166,16,20-09-2024,2,Disappointed with the performance.
327,255,1,09-02-2024,4,Five stars for the quick delivery.
328,269,3,08-02-2023,2,  Disappointed with the performance.   
329,245,12,08-07-2023,3,"Good  quality,  but  could  be  cheaper."
330,272,13,04-03-2024,3,"Average experience, nothing special."
331,26,18,08-08-2023,3,"Good quality, but could be cheaper."
332,283,3,05-02-2024,2,  The product arrived late.   
333,84,4,25-10-2023,5,The quality is top-notch. Fits perfectly!
334,227,8,27-04-2024,4,"Great purchase, very satisfied."
335,28,17,03-12-2024,2,Product did not meet my expectations.
336,43,9,22-07-2023,2,    Disappointed  with  the  performance.      
337,10,7,25-09-2024,5,The quality is top-notch. Fits perfectly!
338,80,1,23-02-2023,3,"Average experience, nothing special."
339,201,6,12-02-2024,1,Not worth the money.
340,21,16,08-01-2023,1,  I had a bad experience with this product.   
341,91,10,19-05-2024,4,Shipping was fast and the item was well-packaged.
342,263,11,30-10-2024,2,Product did not meet my expectations.
343,268,18,26-06-2024,2,Disappointed  with  the  performance.
344,88,3,25-08-2023,4,  Five stars for the quick delivery.   
345,237,8,29-06-2024,5,"Excellent product, highly recommend!"
346,170,6,06-06-2023,2,Disappointed with the performance.
347,107,6,19-05-2023,2,Disappointed with the performance.
348,233,6,02-12-2023,4,  Shipping was fast and the item was well-packaged.   
349,20,4,31-10-2023,2,Disappointed with the performance.
350,128,18,01-12-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.
351,251,12,26-10-2023,4,"Great purchase, very satisfied."
352,44,17,03-07-2024,3,"  Good quality, but could be cheaper.   "
353,160,12,06-09-2024,4,Shipping was fast and the item was well-packaged.
354,233,18,23-02-2023,5,The quality is top-notch. Fits perfectly!
355,244,19,27-06-2023,1,The product stopped working after a month.
356,139,14,10-08-2023,3,"  Good quality, but could be cheaper.   "
357,211,20,19-06-2024,4,"Great  purchase,  very  satisfied."
358,245,12,04-01-2024,1,I had a bad experience with this product.
359,188,1,14-10-2023,3,"Average experience, nothing special."
360,279,8,06-07-2024,2,  Product did not meet my expectations.   
361,185,2,14-01-2023,1,The product stopped working after a month.
362,256,15,02-02-2023,2,Disappointed with the performance.
363,298,2,12-07-2023,5,"Excellent product, highly recommend!"
364,228,5,08-04-2023,1,    I  had  a  bad  experience  with  this  product.      
365,40,8,07-01-2024,2,Disappointed with the performance.
366,257,1,17-10-2023,4,"Great purchase, very satisfied."
367,108,8,23-04-2023,1,Not worth the money.
368,192,14,17-08-2024,3,"  Good quality, but could be cheaper.   "
369,136,1,29-04-2023,5,The quality is top-notch. Fits perfectly!
370,43,10,20-02-2024,5,The quality is top-notch. Fits perfectly!
371,47,20,24-11-2024,4,"Great  purchase,  very  satisfied."
372,107,11,10-07-2023,5,  The quality is top-notch. Fits perfectly!   
373,223,6,28-06-2023,1,Not worth the money.
374,197,2,04-12-2024,2,Disappointed with the performance.
375,107,3,02-02-2024,1,The product stopped working after a month.
376,142,5,31-01-2024,3,"  Good quality, but could be cheaper.   "
377,117,8,30-04-2023,3,"Good quality, but could be cheaper."
378,49,10,23-02-2023,2,The  product  arrived  late.
379,80,7,18-04-2023,5,The quality is top-notch. Fits perfectly!
380,33,16,29-03-2023,1,  The product stopped working after a month.   
381,230,4,08-09-2024,1,Not worth the money.
382,299,10,21-11-2023,2,Product did not meet my expectations.
383,129,2,09-12-2023,1,Not worth the money.
384,57,20,12-11-2024,1,  I had a bad experience with this product.   
385,294,12,30-01-2023,2,The  product  arrived  late.
386,38,20,27-12-2024,5,The quality is top-notch. Fits perfectly!
387,3,11,27-02-2024,1,Not worth the money.
388,226,8,14-10-2024,3,"  Average experience, nothing special.   "
389,81,14,20-08-2023,3,"Average experience, nothing special."
390,189,3,28-04-2024,1,Not worth the money.
391,222,8,06-01-2024,4,Five stars for the quick delivery.
392,136,4,03-09-2023,1,    I  had  a  bad  experience  with  this  product.      
393,15,5,22-12-2024,4,Five stars for the quick delivery.
394,270,13,05-05-2024,5,"Excellent product, highly recommend!"
395,28,13,29-02-2024,3,"Average experience, nothing special."
396,217,1,22-06-2023,4,  Shipping was fast and the item was well-packaged.   
397,298,6,17-07-2023,3,"Average experience, nothing special."
398,229,15,30-03-2024,4,Shipping was fast and the item was well-packaged.
399,42,10,16-08-2024,5,The  quality  is  top-notch.  Fits  perfectly!
400,189,16,29-03-2023,2,  Product did not meet my expectations.   
401,173,7,04-06-2023,4,Five stars for the quick delivery.
402,254,20,24-09-2024,2,Product did not meet my expectations.
403,179,6,08-02-2024,5,"Excellent product, highly recommend!"
404,162,17,20-04-2024,2,  The product arrived late.   
405,269,20,29-04-2023,3,"Good quality, but could be cheaper."
406,284,8,12-04-2023,2,Product  did  not  meet  my  expectations.
407,55,11,27-04-2023,5,"Excellent product, highly recommend!"
408,35,9,16-06-2023,1,  The product stopped working after a month.   
409,135,4,10-06-2023,4,Shipping was fast and the item was well-packaged.
410,257,10,09-01-2024,4,Shipping was fast and the item was well-packaged.
411,214,15,11-08-2023,5,"Excellent product, highly recommend!"
412,105,15,18-03-2023,1,  The product stopped working after a month.   
413,241,9,05-04-2023,2,Disappointed  with  the  performance.
414,1,14,16-02-2024,2,Disappointed with the performance.
415,165,10,22-11-2023,1,I had a bad experience with this product.
416,28,18,27-12-2023,2,  Product did not meet my expectations.   
417,3,7,18-09-2023,5,The quality is top-notch. Fits perfectly!
418,63,3,19-05-2024,3,"Good quality, but could be cheaper."
419,46,15,30-01-2023,3,"Good quality, but could be cheaper."
420,54,7,27-10-2024,5,    The  quality  is  top-notch.  Fits  perfectly!      
421,59,4,19-11-2024,4,Five stars for the quick delivery.
422,232,7,29-06-2024,4,"Great purchase, very satisfied."
423,47,17,08-10-2024,1,I had a bad experience with this product.
424,45,15,16-06-2023,5,  The quality is top-notch. Fits perfectly!   
425,126,11,26-04-2024,2,Disappointed with the performance.
426,195,12,08-03-2024,4,Shipping was fast and the item was well-packaged.
427,7,1,07-03-2023,2,Disappointed  with  the  performance.
428,33,11,25-10-2023,4,  Five stars for the quick delivery.   
429,205,2,27-12-2024,2,Product did not meet my expectations.
430,284,5,25-10-2023,5,"Excellent product, highly recommend!"
431,63,14,14-10-2023,4,"Great purchase, very satisfied."
432,139,6,07-11-2023,1,  I had a bad experience with this product.   
433,36,4,17-09-2023,2,Product did not meet my expectations.
434,163,10,05-11-2024,3,"Good  quality,  but  could  be  cheaper."
435,224,5,09-10-2023,1,Not worth the money.
436,271,5,10-05-2023,4,"  Great purchase, very satisfied.   "
437,32,14,28-10-2023,4,Five stars for the quick delivery.
438,38,3,08-03-2024,2,The product arrived late.
439,134,13,26-02-2023,4,"Great purchase, very satisfied."
440,266,20,23-12-2023,5,"  Excellent product, highly recommend!   "
441,174,20,02-06-2023,4,"Great  purchase,  very  satisfied."
442,143,14,05-02-2024,3,"Average experience, nothing special."
443,76,3,22-05-2024,4,Shipping was fast and the item was well-packaged.
444,218,9,29-11-2023,4,"  Great purchase, very satisfied.   "
445,120,4,19-03-2024,1,Not worth the money.
446,139,19,19-11-2023,5,The quality is top-notch. Fits perfectly!
447,221,2,28-11-2023,1,I had a bad experience with this product.
448,148,4,09-04-2023,1,    The  product  stopped  working  after  a  month.      
449,110,16,30-10-2024,5,"Excellent product, highly recommend!"
450,115,10,18-10-2024,3,"Good quality, but could be cheaper."
451,124,4,01-12-2024,5,The quality is top-notch. Fits perfectly!
452,255,18,04-09-2024,1,  I had a bad experience with this product.   
453,24,16,02-07-2024,3,"Good quality, but could be cheaper."
454,296,11,08-04-2024,1,The product stopped working after a month.
455,193,2,25-04-2023,2,The  product  arrived  late.
456,270,8,15-01-2023,4,  Shipping was fast and the item was well-packaged.   
457,55,11,11-10-2024,4,Shipping was fast and the item was well-packaged.
458,146,16,10-11-2023,2,Product did not meet my expectations.
459,124,8,01-10-2023,1,The product stopped working after a month.
460,115,12,01-11-2024,1,  I had a bad experience with this product.   
461,241,8,18-03-2024,1,Not worth the money.
462,245,2,07-04-2023,1,I  had  a  bad  experience  with  this  product.
463,219,17,04-01-2024,4,Five stars for the quick delivery.
464,186,8,20-03-2023,1,  I had a bad experience with this product.   
465,248,11,19-02-2023,4,Shipping was fast and the item was well-packaged.
466,3,19,08-08-2023,2,Product did not meet my expectations.
467,10,3,29-04-2023,2,The product arrived late.
468,168,20,12-02-2024,2,  The product arrived late.   
469,294,15,03-10-2023,1,I  had  a  bad  experience  with  this  product.
470,10,20,03-01-2024,4,Five stars for the quick delivery.
471,290,1,02-12-2023,1,The product stopped working after a month.
472,182,2,05-09-2024,3,"  Average experience, nothing special.   "
473,248,19,06-06-2023,2,The product arrived late.
474,35,17,01-10-2023,2,Product did not meet my expectations.
475,79,13,12-02-2024,2,The product arrived late.
476,26,13,30-07-2023,1,    The  product  stopped  working  after  a  month.      
477,89,10,20-03-2023,3,"Good quality, but could be cheaper."
478,49,3,03-09-2024,3,"Average experience, nothing special."
